รหัสเขตสุขภาพ,จังหวัด,ชื่อโรงพยาบาล,ชื่อ_รพ_ภาษาอังกฤษ,รหัส H Code,สังกัด,ชนิด รพ.
9,ชัยภูมิ,โรงพยาบาลแก้งคร้อ,KAENGKHRO HOSPITAL,10980,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
9,ชัยภูมิ,โรงพยาบาลคอนสาร,KONSARN HOSPITAL,10981,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
9,ชัยภูมิ,โรงพยาบาลภักดีชุมพล,PHUKDEECHUMPOL HOSPITAL,10982,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
9,ชัยภูมิ,โรงพยาบาลเนินสง่า,NOENSANGA HOSPITAL,10983,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
10,อำนาจเจริญ,โรงพยาบาลชานุมาน,CHANUMAN HOSPITAL,10985,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
10,อำนาจเจริญ,โรงพยาบาลปทุมราชวงศา,PATUMRACHWONGSA HOSPITAL,10986,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
10,อำนาจเจริญ,โรงพยาบาลพนา,PHANA HOSPITAL,10987,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
10,อำนาจเจริญ,โรงพยาบาลเสนางคนิคม,SENANGKANIKOM HOSPITAL,10988,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
10,อำนาจเจริญ,โรงพยาบาลหัวตะพาน,HUATAPHAN HOSPITAL,10989,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
10,อำนาจเจริญ,โรงพยาบาลลืออำนาจ,LUE AMNAT HOSPITAL,10990,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
8,หนองบัวลำภู,โรงพยาบาลนากลาง,NAKLANG HOSPITAL,10991,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
8,หนองบัวลำภู,โรงพยาบาลโนนสัง,NONSANG  HOSPITAL,10992,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
8,หนองบัวลำภู,โรงพยาบาลศรีบุญเรือง,SRI BOON RUANG HOSPITAL,10993,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
8,หนองบัวลำภู,โรงพยาบาลสุวรรณคูหา,SUWANKHUHA HOSPITAL,10994,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
7,ขอนแก่น,โรงพยาบาลบ้านฝาง,BAN FANG HOSPITAL,10995,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
7,ขอนแก่น,โรงพยาบาลพระยืน,PRAYUEN HOSPITAL,10996,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
7,ขอนแก่น,โรงพยาบาลหนองเรือ,NONG RUEA HOSPITAL,10997,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
7,ขอนแก่น,โรงพยาบาลชุมแพ,CHUMPHAE HOSPITAL,10998,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลทั่วไป(รพท.)
7,ขอนแก่น,โรงพยาบาลสีชมพู,SICHOMPHU HOSPITAL,10999,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
7,ขอนแก่น,โรงพยาบาลน้ำพอง,NAMPHONG HOSPITAL,11000,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
7,ขอนแก่น,โรงพยาบาลอุบลรัตน์,UBOLRATTANA HOSPITAL,11001,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
7,ขอนแก่น,โรงพยาบาลบ้านไผ่,BANPHAI HOSPITAL,11002,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
7,ขอนแก่น,โรงพยาบาลเปือยน้อย,PUAINOI HOSPITAL,11003,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
7,ขอนแก่น,โรงพยาบาลพล,PHON HOSPITAL,11004,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
7,ขอนแก่น,โรงพยาบาลแวงใหญ่,WAENGYAI HOSPITAL,11005,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
7,ขอนแก่น,โรงพยาบาลแวงน้อย,WAENGNOI HOSPITAL,11006,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
7,ขอนแก่น,โรงพยาบาลหนองสองห้อง,NONGSONGHONG HOSPITAL,11007,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
7,ขอนแก่น,โรงพยาบาลภูเวียง,PHUWIANG HOSPITAL,11008,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
7,ขอนแก่น,โรงพยาบาลมัญจาคีรี,MANCHAKIRI HOSPITAL,11009,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
7,ขอนแก่น,โรงพยาบาลชนบท,CHONNABOT HOSPITAL,11010,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
7,ขอนแก่น,โรงพยาบาลเขาสวนกวาง,KHAOSUANKWANG HOSPITAL,11011,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
7,ขอนแก่น,โรงพยาบาลภูผาม่าน,PHUPHAMAN HOSPITAL,11012,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
8,อุดรธานี,โรงพยาบาลกุดจับ,KUTCHAP HOSPITAL,11013,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
8,อุดรธานี,โรงพยาบาลหนองวัวซอ,NONGWUASAW HOSPITAL ,11014,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
8,อุดรธานี,โรงพยาบาลกุมภวาปี,KUMPHAWAPI HOSPITAL,11015,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลทั่วไป(รพท.)
8,อุดรธานี,โรงพยาบาลห้วยเกิ้ง,Huaykoeng HOSPITAL,11016,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
